,Z_0,Z_1,Z_2,Z_3,Z_4,Z_5,Z_6,Z_7,Z_8,Z_9,Z_10,Z_11,Z_12,Z_13,Z_14,Z_15,Z_16,Z_17,Z_18,Z_19
Ccno,-0.2237114,0.39291158,0.36237052,0.5708358,0.28590712,-0.41678733,-0.29198712,-0.5223089,0.55779105,0.6709509,-0.42742017,-0.19806367,0.4403942,-0.49001053,-2.6601846,-0.27664527,-0.5812806,1.1179866,2.9944067,0.23953056
Hspb3,0.14571804,0.259673,0.5888709,-1.0033268,0.014767033,-0.24971467,-0.066160604,0.11836455,0.26849988,1.7637626,-0.15284617,-0.09955144,0.1029746,0.036433697,-2.6314778,0.16491769,-0.042087324,-2.1263883,3.9163344,-0.16178921
Fst,-0.040825475,0.9077099,-0.24190715,-0.088783234,0.6401537,-0.09371175,-0.041643307,0.7091607,0.17534736,-0.5137874,-0.22271955,-0.13162789,0.29004422,0.20122306,-1.6261666,-0.41901156,0.41834086,1.2066923,0.23357508,0.83740973
Isl1,-0.042843845,0.024973985,-0.043308232,0.10485298,-0.22940157,-0.36773345,0.5015221,-0.6164272,-0.42849696,1.3318232,0.12341048,0.08294781,0.63306636,-0.36210755,-1.9386612,-0.32646292,1.1694555,0.053813003,0.6802061,-0.6316011
Emb,-0.122900195,-0.07642149,-0.121423535,0.12503123,0.025976446,-0.13300848,0.0062843715,-0.35182092,-0.34488887,-0.9217049,-0.018844042,0.12304583,-0.048382673,-0.15430303,0.6287535,-0.3169097,0.33995676,1.0741434,-0.9855093,0.01187537
Tmem267,0.3596883,0.012858141,-0.23630211,0.09503261,-0.21038043,-0.07588831,0.03859186,0.17501251,-0.26306072,0.39639476,0.09449564,-0.28780538,0.004618107,0.023264274,-0.7286215,0.09588809,-0.47839758,-0.3899062,1.3429691,-0.058010034
Apob,0.30394804,0.1855903,-0.10364398,0.19778766,-0.23052837,0.34275833,-0.07249643,-0.035175238,0.024259275,0.042382393,0.032937415,-0.0046247547,0.12343665,0.034053385,0.6234886,-0.12290369,0.62776744,0.0038497061,1.5399991,0.016931396
Osr1,-0.23150636,0.09006593,-0.10515763,0.23806192,-0.7760045,-0.506479,0.024019944,0.13196726,-0.3866071,1.6859496,0.1484535,0.10926389,0.407639,-0.014889512,-1.9109678,-1.2314647,1.1884834,-0.95870656,1.3692446,-0.70707285
Vsnl1,-0.21166465,0.5607352,-0.06396798,-0.43914294,0.21391782,-0.21761791,-0.2553779,0.3653439,-0.34412867,-0.13580187,-0.17667855,0.2126924,0.14983469,-0.28432468,-2.3929677,0.35920852,0.30972025,-0.3575163,1.7768903,-0.4390845
2410004P03Rik,-0.14219171,0.24813804,0.5058903,0.16496359,-0.05296979,-0.25615275,-0.2821591,-0.2616809,-0.20155981,0.22432297,-0.36187926,0.16674513,-0.20052096,-0.5771683,-1.5807673,-0.39179543,-0.6627192,0.21000534,1.4006131,0.14818104
Id2,0.047976665,0.014882582,-0.009128751,-0.12289314,0.07812527,-0.26683345,0.39373648,0.42805317,-0.43804294,0.69235414,-0.28915796,0.76252735,0.22476186,-0.42630067,0.5737651,-0.27227598,-0.06375431,0.47081864,-1.319417,-0.084107995
Colec11,-0.19143008,0.23167235,0.2061307,0.4506051,-0.26869577,0.3416236,-0.4152253,-0.31432325,-0.2911473,1.8943248,-0.23628339,-0.34179673,0.0053498945,0.31478205,-1.986757,0.53700095,0.4186192,-0.888928,1.5945518,-0.4418618
Prkar2b,-0.016053773,-0.3819828,0.0008416745,0.21759273,-0.15054174,-0.088326134,0.028303994,-0.10399777,-0.047774006,-0.5302967,-0.12258167,-0.4747323,0.0075146575,-0.35750702,-1.0216442,0.14478989,-0.109744094,-1.0680995,0.22965094,0.013186231
Efcab10,-0.15660402,0.2645831,0.31758392,0.12324302,-0.017804986,-0.20444705,-0.2195068,-0.40202925,-0.081089824,0.13042195,-0.09573272,0.27948052,0.09743059,-0.64825714,-2.1689343,-0.42961496,-0.6946187,-0.088331215,1.6822183,0.1912769
Twist1,0.20901768,0.25328946,-0.001499949,0.45645228,-0.09905418,0.051339403,-0.106983915,0.07129225,-0.7422135,0.8630905,0.028602634,-0.33005866,0.034198813,-0.23069534,-1.1524618,0.12594347,1.0317143,-0.19962963,0.59902227,-0.089699075
Tspan13,-0.017203964,-0.110862166,-0.2984116,0.038697023,0.12024105,-0.26802516,0.081704825,0.17102055,0.11294017,-0.8160905,-0.1565687,0.23421767,0.08312796,-0.03050882,0.24206816,-0.22124094,0.2614751,0.39166626,-0.24790825,0.14415605
Sostdc1,-0.0027182926,0.08871745,-0.5764053,-0.07722699,0.739634,-0.6123064,-0.78172004,-0.08832349,-0.13022242,0.93331975,0.26841894,1.1306126,0.1285079,-0.039813105,-3.3341563,0.34057894,-0.6669971,-0.8924896,2.57601,-0.05276783
Meox2,-0.20307367,0.51515496,0.1276727,0.4815118,-0.19355138,-0.6780457,-0.8204302,1.0173197,-0.4763691,1.2437549,0.04445563,-0.139514,0.099133,-0.5292927,-2.2093768,-0.03544176,0.1678508,-1.2059447,2.7440984,0.5864343
Scin,-0.19971617,0.13024983,-0.13197587,-0.102547094,0.25656766,-0.17780975,-0.59098303,-0.3065588,-0.019894747,0.7798946,0.1421017,-0.045881603,-0.011934947,-0.32844827,-1.5296711,0.54089004,-0.87019855,-0.51039785,3.1231813,-0.039286796
Baz1a,0.1332684,-0.10814073,-0.29644144,0.009980082,-0.19216335,-0.08325817,0.16096929,0.107471265,-0.30034098,0.3156071,-0.21887524,-0.33049306,-0.07710733,-0.052906863,-0.046811163,-0.025434855,-0.50953466,-0.38673374,-0.42539418,0.124874644
Nkx2-1,-0.23088631,0.46617728,1.1263022,-0.34596115,-1.0556375,-0.8996909,0.79707944,-0.70507383,-1.0338565,1.9588612,0.7685023,0.7764898,-0.7771365,-0.2812874,-2.893505,0.46821803,-0.28236827,-1.7319914,4.386535,0.48193833
Nkx2-9,0.039233662,-0.39637038,0.64826,-0.5140929,-0.99037933,-0.31392002,0.08924332,-0.30320856,-0.5588241,1.0049356,-0.4509752,1.0514134,-0.7978989,0.36012918,-1.9315224,0.34101793,0.24213283,-0.3753658,2.1663785,0.91857135
Pax9,-0.24086256,0.3468442,-0.16445176,0.04348212,-0.029531663,-0.641993,0.12433905,-0.7591998,-0.44304144,1.1992624,-0.022004183,0.6473306,0.20715588,0.4079479,-1.5430639,0.1487484,0.77317786,-0.012229364,2.2586722,0.653924
Clec14a,0.037209027,0.060212344,-0.015302454,0.4167163,0.23110336,0.2706661,0.06417405,0.5575516,0.47963834,0.966121,0.0043693315,0.1670428,0.3134536,-0.45933685,-2.0352504,0.6818793,0.23349474,-0.75676453,2.6714184,0.57043713
AC132325.2,0.22805007,-6.204033e-05,-0.20841573,-0.024747724,-0.35705584,-0.10489318,-0.017682862,0.11490619,-0.11530791,0.5131335,0.1502228,-0.22018424,-0.14320055,0.17664859,-1.1637541,0.2791728,-0.21398544,-0.49241602,1.781494,-0.12012705
Six6,-0.325701,0.78995967,-0.10143653,-0.3117857,-0.6991791,-0.014379746,1.5138,-0.0001284856,-0.09955663,0.37686068,0.9514294,1.4515821,-0.22053476,-0.00029194122,-3.2454295,1.0109875,-0.5275149,-1.6407515,3.9201307,0.05058191
Rhoj,0.17982343,-0.668912,0.27742472,0.6042511,0.4814243,-0.26544765,0.024797846,-0.4237554,-0.3123068,1.0479709,0.12252814,-0.7919317,-0.011602363,-0.11163319,-1.9301751,0.09827059,0.33547366,-0.9154979,1.4332981,0.49082005
Gpx2,-0.135849,-0.5570368,0.17557278,-0.3135005,-0.41071483,-0.8274217,-0.11688832,-1.099655,0.63913757,0.7142346,-0.10535767,0.85496235,-0.13325222,0.4609385,-0.5077302,-0.06757378,-0.2687201,0.75088847,2.404066,0.28824618
Fos,0.28615648,0.15124884,-0.16902314,-0.19999215,-0.010239573,-0.08318958,-0.18448839,-0.022721449,-0.09824716,0.58796495,-0.16235936,-0.12726852,0.08218141,-0.45166057,-0.5825203,0.16448773,-0.42066997,0.2384467,-0.3667225,0.012745505
Lgmn,-0.06855003,0.056067243,-0.14010759,-0.034997966,0.025064437,0.08673047,0.008590747,0.019145634,-0.076152176,-0.10262094,0.00463644,0.05240627,-0.14357889,-0.19292368,0.82598156,-0.09650841,0.4282474,0.5545805,-0.16964246,0.14884046
Asb2,0.030172763,0.49056098,0.525261,-0.7385561,0.15246254,-0.40635303,0.051250342,-0.12176269,-0.08397752,1.1365966,-0.22406742,0.014539437,0.20280552,0.17985389,-2.3109574,0.23002478,0.10684224,-1.0588251,2.6254523,0.13883589
Ifi27l2b,-0.06819219,0.064051,0.09985745,-0.16585273,-0.05583659,0.23363823,-0.07600132,-0.18209042,-0.098285235,0.7670077,-0.1839747,0.13689803,0.036312465,0.21281408,0.23530005,-0.0030283344,1.0040289,-0.3479462,3.0198598,0.16935186
Serpina1b,-0.08575853,0.3659864,0.087199725,0.72757035,-0.42307255,0.17835419,-0.6217319,-0.0738334,-0.08810406,0.46917316,-0.06471467,1.5141987,0.121405795,-0.20817669,-0.6255106,0.33080873,1.5180295,-1.4892242,4.576506,0.042023793
Serpina9,-5.735247e-05,-0.042740677,-0.28552267,0.2575663,-0.38426927,-0.18896739,0.17955144,0.07840823,-0.008499648,0.83255154,-0.043123584,0.0527481,-0.2828186,-0.0128376195,-1.9973922,0.35349444,-0.37867382,-0.926319,3.3359783,-0.28551215
Gsc,-0.35662118,1.20066,0.51590455,0.58331484,-0.16953634,0.041346796,0.985044,-0.46778682,-0.21751958,0.017652402,0.14410003,-0.23820269,-0.59450954,0.34044716,-2.1714947,-0.12557778,0.041986726,1.1136742,1.8497403,0.081278056
Glrx5,-0.15966338,-0.0015310899,-0.032953627,0.09502554,-0.13250211,-0.08480894,0.061393593,0.077724844,-0.058652297,-0.9008498,-0.0816156,-0.2699766,-0.027868068,-0.027480645,0.5775516,-0.05420828,-0.16022137,0.016545238,-1.5173177,-0.07813505
Dlk1,-0.031922318,0.048211757,0.044544246,0.47453466,0.24000311,0.0057667117,0.11370978,0.20826493,0.25375605,0.63242185,0.11567219,0.21857512,-0.023504792,-0.0075229136,-0.14288917,0.29186583,1.3532609,-0.17505293,0.04079594,-0.58573765
Meg3,0.3589084,0.113162845,0.15303116,0.36182997,-0.015828647,0.032176174,0.12132193,0.23300862,0.077351674,-0.36652893,0.02383293,0.4766391,-0.06938395,0.068265036,0.13438965,0.33439836,0.4625217,0.8898037,-1.1799359,-0.06216241
Amn,-0.032939415,-0.08917906,0.06458524,-0.08340326,-0.062101115,0.37746683,0.050454713,-0.06714194,0.05239012,0.209169,0.075544976,0.11281137,-0.066534705,0.07624006,1.050146,-0.27272123,0.5625528,0.33826002,1.1236962,0.16358364
Exoc3l4,0.12409365,-0.36869362,0.65657085,0.32344803,0.21093076,-0.349535,0.13671945,-0.11508428,-0.42313942,1.4635907,-0.016711906,-0.27869287,0.6365593,0.07444656,-0.7774841,0.50019693,-0.00050072005,-0.31139836,1.5723909,0.31847697
Gm266,-0.06652624,0.089506455,0.31296444,0.4056193,-0.05705389,-0.35433048,0.5664743,0.08501901,-0.6593807,0.7816463,-0.13503714,0.105185166,0.48454842,0.2296756,-2.093705,0.46217722,0.2220859,-0.6244195,1.2616214,0.50345534
Ckb,0.11226312,-0.35669222,0.07665963,-0.42025462,0.1990365,-0.2207953,-0.038256623,0.2720807,-0.16252492,0.32111222,-0.1805666,-0.10615734,0.1192668,-0.20355202,-0.108579725,-0.03965455,-0.5499321,0.5505073,-0.29526812,-0.092634894
Crip2,0.01296338,-0.30181453,0.30304813,0.039923057,0.13274519,-0.21177165,0.0018698504,-0.23156524,0.32277626,-0.34058526,-0.20162947,-0.09088482,0.11254985,-0.09736674,-0.5373702,0.6032237,-0.66536593,0.11105043,-1.0313418,-0.14309715
Crip1,-0.20274107,0.22011979,0.077599265,-0.2176709,0.053597726,-0.13990745,-0.08290309,-0.08206078,0.18489616,-0.2951975,0.0121459365,0.06757123,0.26580665,-0.0249675,-0.17366828,0.4509696,-0.2573513,0.10803191,0.11835676,-0.13418461
AC139238.1,-0.12852937,0.47514245,-0.016317252,0.1634085,0.25587058,-0.43503228,-0.13674657,-0.46464103,0.5001801,0.07303815,-0.13459568,0.79537505,-0.23939306,-0.028429974,-1.7885563,-0.64555776,0.2758981,-0.09587107,2.4820151,0.32838398
Selenop,-0.14050621,0.07968841,0.10335768,0.24307512,0.101871856,-0.056119636,-0.23353165,-0.05458667,-0.012115733,-0.43631268,-0.08645993,0.0941133,0.32838303,-0.2598608,0.4214421,0.3778002,0.7433515,0.3476733,0.66637915,0.51272017
Oxct1,-0.042671263,0.10370925,-0.019188596,0.056622516,-0.09495063,0.12531091,-0.014424118,0.20419721,-0.04759441,0.416374,-0.20154291,-0.23006076,-0.103608824,-0.20956324,-0.579363,-0.19005133,-0.91099507,0.39128414,-0.43223828,0.036783796
Dab2,-0.39721942,0.0632584,0.031212348,0.021411683,0.03158311,0.24000774,0.13085185,-0.019002022,-0.10604197,-0.10981123,-0.21269959,0.14616632,0.14684205,-0.08730673,0.66100836,0.22501445,0.92445755,0.3806465,0.31785002,-0.021945149
Capsl,-0.12650919,0.22892298,0.09410936,0.17966773,0.016239319,-0.21877341,-0.31783926,-0.3456131,-0.0240452,-0.021087367,-0.20805629,0.31411126,-0.04932097,-0.4462833,-0.98480994,-0.52692413,-0.28239042,0.5550931,1.0710417,-0.19686815
Basp1,0.16964541,0.041816127,-0.1675615,0.11846676,-0.17450878,0.078537606,-0.08928307,0.012540422,-0.13681056,0.06758401,0.049159188,0.11406107,-0.011267841,-0.05836777,-1.1603376,0.13941638,-0.17209679,0.79570884,-1.114691,-0.034114074
Laptm4b,-0.121051334,-0.086793706,-0.16025873,0.14937767,-0.37733352,-0.14181216,-0.041279975,-0.079679556,-0.007477153,0.06736668,0.05903586,-0.09315004,-0.11983836,-0.19928862,-0.2696329,-0.32735252,0.5768578,0.62648416,-0.7499489,0.17354378
Cthrc1,-0.19507368,0.39374006,0.07776827,0.058852836,0.07601924,0.057974454,-0.19354804,-0.067458116,-0.036812082,-0.33759242,0.08479937,0.56193686,-0.13564792,-0.36467677,-0.9895856,0.38682216,-0.118786246,0.6495078,-0.02724954,0.17641215
Abra,0.23733367,0.31733093,0.48377883,-0.34930936,0.59865904,-0.45119274,0.722314,-0.5878021,-0.19371368,2.1481452,-0.5445481,-0.6610881,-0.067363754,0.49324554,-2.165183,0.07365338,0.6929473,-1.6739048,3.683014,-0.44606152
Aard,-0.2528555,0.15952237,0.0068447385,0.19212995,-0.023478324,0.07710268,0.06284519,0.08647024,-0.10394919,1.5003247,-0.21310543,-0.06729983,-0.11674266,-0.03177513,-0.9275364,0.11315246,-0.35650536,0.10356889,-0.44558477,0.2271626
Sla,0.06257083,-0.24777398,-0.3590705,0.1158229,0.60943013,-0.619278,-0.5207255,0.15582986,-0.30193213,2.0984776,-0.76259327,-1.1814303,0.085264444,0.74252236,-2.0127568,0.23836678,0.005470407,-2.378371,4.246848,0.7867541
Wisp1,0.089208506,0.25373617,-0.07406137,0.08154075,0.12227775,0.18513912,-0.20350546,0.14113668,-0.05023402,1.726431,-0.33273953,0.27092528,-0.18528031,0.4674449,-1.933422,0.6803696,-0.18623175,-0.78517234,1.3783824,-0.23706381
Ndrg1,-0.32206663,0.4744302,-0.23865356,0.2250721,-0.16546753,-0.20106637,-0.68777794,-0.3546743,0.100114696,1.3479807,-0.32127634,-0.2475124,0.0605039,-0.12780036,-0.84687746,0.2294401,-0.9301127,0.2666952,0.57543415,-0.048507527
Slc39a4,-0.015558802,-0.0800246,-0.024174096,0.06819368,-0.0823746,-0.06694552,-0.22565061,-0.29390904,-0.06256975,0.31217533,-0.023006475,0.19236694,0.033433314,0.11752343,0.2691392,0.26013476,0.13363983,0.51586115,1.5743465,0.24907212
Apol11b,-0.66073465,0.30584756,-0.3096906,0.42944112,0.30442095,-0.08109285,0.020634903,-0.40071234,-0.3096524,2.7885547,0.35363767,-0.11077093,-0.5421646,-0.6633724,-2.2923706,-0.06628187,-0.3918132,-2.6355746,4.929981,0.10708368
Pvalb,-0.1707361,0.4329753,0.070643745,-0.7822558,-0.2730729,-0.22587375,-0.71076876,0.4753733,-0.27301452,0.40945184,-0.06028733,-0.33842316,0.45106572,-0.26564866,-2.2216454,0.20823665,0.06374934,-0.98228973,3.1996593,0.03065585
Ncf4,0.015730789,0.008033382,-0.1464166,0.174422,0.11069036,-0.22659393,0.11409956,-0.5032276,-0.12912914,0.38703182,-0.11497356,-0.5657783,0.19529256,0.004480388,-1.4410293,-0.14076078,-0.17495884,-2.7398832,2.779859,-0.013720907
Csf2rb,0.52520853,-0.54645526,-0.4227271,-0.18304615,0.10914176,-0.13685577,0.565017,-0.00047877623,0.19061151,0.8119602,-0.4287201,-0.3004903,0.29204664,0.3052077,-0.99861705,-0.058737483,0.0013466056,-3.6075284,3.5930057,0.051855594
Il2rb,-0.43667185,0.29661626,-0.15131484,0.022420553,-0.33118227,-0.944636,-0.56044286,-0.5569763,-0.10625546,3.695118,0.6250223,-0.55688345,0.2586841,-0.039122123,-2.2475033,0.38602027,-0.2779392,-1.9713134,4.6394033,0.36415964
Lgals2,-0.047872227,-0.22253458,0.39922893,0.11964499,0.07139027,0.07695492,-0.11069885,0.18614393,-0.047647964,-0.008492744,-0.0040805326,0.18103875,0.09999526,0.14065713,0.729544,-0.39278692,0.83820754,-0.209479,1.5280857,-0.10347815
Lgals1,-0.19274357,-0.11758649,-0.040307146,0.08074767,-0.07818253,0.08045744,-0.097071566,0.10343535,0.24560855,0.37851557,0.0643675,-0.06280434,0.07456336,-0.112036325,-0.3513479,0.2873372,-0.68938404,-0.07076471,-1.3753645,0.0025980568
Gcat,-0.23678026,-0.0092057735,-0.055930886,0.13131373,-0.17567496,-0.13161376,0.0032996181,0.24052171,-0.0030566829,-0.46671095,-0.024615077,0.18387255,-0.12503271,-0.10685469,0.5211352,-0.10292627,-0.069934785,0.49115038,-0.3899378,-0.0013872382
1700088E04Rik,-0.27379704,0.33404106,0.15177354,0.06163205,-0.01679035,-0.19334283,-0.15485346,-0.31850097,-0.16670503,0.2378266,-0.5372702,0.18672156,-0.22706696,-0.6006212,-1.2729728,-0.22670066,0.060685497,-0.34077552,1.41166,0.22348505
Sox10,-0.1779416,-0.60413295,-0.6239721,0.5661131,0.722097,-0.020964453,0.01621883,0.7365214,-1.1681582,0.9261012,0.6270203,-0.26174453,-0.24979392,-0.5416049,-2.5731359,-0.006208517,-0.16430172,-1.4178884,2.5615857,0.00045861054
Kdelr3,-0.08565886,-0.008932582,-0.05665698,-0.119028024,0.12528037,-0.28937975,-0.04393337,0.1030194,0.017089367,0.8066623,0.09294202,-0.11357316,-0.14781743,0.16775678,0.31199723,0.20972387,0.8729913,0.109869026,0.98858273,0.26239517
Syngr1,-0.020288797,-0.164648,-0.29897848,-0.14463197,-0.12735769,-0.20073849,0.087979384,0.098908655,-0.001037951,0.100044124,0.034489054,-0.06018674,0.055723745,0.1792864,0.24731247,0.061301574,-1.1819086,-0.20254421,0.9827418,-0.10756057
Upk3a,-0.012664216,0.16366102,0.18015526,0.47283474,0.05134382,-0.6059397,-0.6415149,-1.0742159,0.98491603,1.4011855,-0.4086013,0.53754836,-0.20904261,0.18199149,-0.8387803,-0.4137849,0.62858254,0.03276239,3.4488149,0.077691585
Wnt7b,-0.049767807,-0.22609146,-0.2560814,0.1743011,-0.24131963,-0.06694027,0.09126851,0.02160949,-0.3531595,1.8651906,0.09714796,0.4729278,-0.0660815,0.28870282,-0.5744659,-0.29798925,-1.2970463,-0.20399386,1.4498273,-0.05578779
Odf3b,0.12944354,0.18790682,0.4582785,0.25656876,0.2401973,-0.16212028,-0.43812716,-0.35527423,0.1521804,0.8953333,-0.28516585,0.12363736,-0.07187929,-0.7426142,-1.8770434,-0.3547046,-0.35895178,-0.7139336,2.857269,-0.005758277
Slc38a4,-0.04927808,-0.1071048,-0.10588364,0.15633115,-0.06127486,-0.00026881992,-0.0062515046,0.02798698,0.00078979135,0.7931517,0.10401786,-0.30615556,-0.09472472,-0.33405468,-0.8031803,0.077167474,-0.31222478,-0.07562867,-0.72879595,-0.27920353
Col2a1,0.086330414,0.6475003,-0.037438706,-0.43111643,0.056917112,-0.32932368,0.40791216,-0.08290672,-0.33039764,0.07469437,-0.18138443,0.7691822,0.19389114,-0.069647156,-1.6510675,0.34715047,0.41460538,-0.3587878,1.2333914,0.38391057
Olfr285,0.3193462,0.2911526,-0.3414166,0.14646247,-0.12769023,-0.24471575,0.5532371,-0.3177064,-0.9316642,3.2997496,-0.39011762,-0.96006674,0.74100554,-0.02624197,-2.089628,-0.4284869,-0.13756084,-1.1441672,4.154187,-0.4391767
Wnt1,0.0796325,-0.59264374,-0.4670275,0.055842347,0.5954209,0.36261454,1.107384,0.21392584,-1.1319768,0.9776529,-0.98680705,0.912718,-0.6227061,-0.37062055,-2.7722187,-0.2653983,1.1325003,-2.211677,3.2566366,0.0017790466
Tuba1a,-0.23446268,-0.012355629,0.11401957,0.0042083496,0.054622248,0.0006553985,-0.06057767,0.06063242,0.059908535,-0.69372195,0.048550494,0.3483622,-0.09302482,-0.1726855,-0.91427326,0.21989433,-0.08428742,0.5187946,-1.8396027,0.17147776
Dnajc22,-0.108911656,0.08294052,-0.03929623,0.072080836,-0.14620957,-0.06379914,0.101932764,-0.06569686,-0.017949909,0.166069,0.020150067,0.10821692,-0.0169777,0.10835004,0.20851634,-0.19654487,0.5309303,0.51438034,1.5588405,0.014421866
Smagp,-0.0077813296,-0.31782123,0.06264412,0.5522947,0.018537609,-0.33939853,0.05481204,0.17659234,0.36578727,0.39466324,0.13436238,0.46702695,0.3806474,-0.08400169,0.27573225,0.32446536,-0.74690413,0.41098577,0.62200004,0.264193
Krt7,-0.58539635,0.40321308,-0.40298334,0.34005505,-0.008146956,-0.3574344,-0.6256639,-0.7860925,-0.08856693,0.26560235,-0.08376959,0.8065084,0.25226465,0.10001116,-0.30283794,0.42935827,-0.71904695,0.5050793,1.5668919,-0.18941769
Krt8,-0.35925904,0.074749865,-0.07494674,0.07785924,-0.062400483,-0.07757081,-0.102065265,-0.63934326,-0.052606117,0.8220226,-0.057095483,0.40556183,-0.14873178,-0.09670523,0.3638223,0.2752068,0.3462917,0.56459045,-0.96184653,-0.5485173
Krt18,-0.3138982,-0.023660002,-0.04351397,0.15867771,-0.10230096,-0.0333225,-0.16324838,-0.5111274,-0.083273955,0.5289031,-0.19957878,0.59403014,-0.086428106,-0.028422756,0.62877446,0.3263875,0.05065294,0.70815635,-1.1906486,-0.5584153
Soat2,-0.11562459,-0.16185687,-0.07330269,-0.08486946,-0.18964505,0.4709585,-0.10482067,-0.1834904,-0.051680032,-0.053411726,-0.15876749,-0.13940741,-0.041584395,-0.07935923,0.49258986,-0.016777843,0.6296962,-0.2891398,2.058671,0.07382113
Hoxc10,0.3224242,0.39573094,0.8451233,0.96265686,-0.09639777,-0.58826524,0.5830122,0.3506434,1.1786915,1.9933199,0.68371475,0.8158433,-0.43139604,-0.5225585,-2.7122524,0.28938398,-0.20447676,-1.8040016,2.8045588,-0.6308666
Hoxc9,0.060381457,0.098593615,0.46080387,0.7517074,-0.12262053,-0.46333194,0.58153325,0.6439789,1.6751896,1.4972743,0.4217952,0.78626114,-0.4379643,-0.1257227,-1.4720237,0.033845738,0.3579888,-1.715044,1.8880373,-0.43118757
Hoxc8,0.12909433,0.079803586,0.1498223,0.7658812,-0.24369618,-0.3769794,0.52222717,0.61206496,1.9011911,1.3095899,0.20621172,0.79085654,-0.5832136,0.23549485,-1.7049627,-0.08580467,0.41975635,-1.7126626,1.6104842,-0.43715933
Hoxc6,0.08583707,0.16008328,0.18655531,0.6121179,-0.30731642,-0.33469525,0.3542081,0.6966289,1.5480354,1.1654661,0.3261555,0.66811854,-0.2918281,0.00015531937,-1.8555182,-0.095668755,0.59460807,-1.662554,2.0063689,-0.3673171
Nfe2,-0.080046,-0.42131266,-0.33344212,0.14865692,0.05189368,-0.11812575,-0.064441524,-0.3464342,-0.050758317,0.3255439,-0.45555973,-0.72590035,0.27890605,0.027679091,-0.95452356,-0.020989727,-0.35216287,-2.2669337,2.3377466,0.009880844
Ppp1r1a,-0.26542252,0.5252335,0.25169575,-0.18850097,-0.17478675,-0.09965679,-0.19294906,-0.034589082,-0.39799377,-0.5285558,0.12339453,0.3862578,0.22529829,-0.25573128,-1.5667298,-0.09849987,-0.1237663,0.4224139,-0.16334198,0.16680191
Tmem114,0.21462351,-0.44914874,-0.2359882,-0.042034607,0.12784511,-0.2629641,0.37609458,0.060135808,0.53096944,2.06843,-0.11391571,0.09865859,-0.10532577,0.105336204,-1.0770448,-1.0747256,-1.2069954,0.33516726,1.4905561,0.32806787
Litaf,-0.18877259,-0.10742826,-0.08738986,0.11727929,-0.17960502,-0.17891368,-0.042252343,0.15307243,-0.11301435,0.5581879,-0.041844327,-0.07351653,0.1251183,-0.15719159,-0.4881992,-0.07265647,-0.5615993,0.30737925,-0.7774116,0.27041402
Tbx1,-0.31243414,0.67498255,-0.1258506,0.13343233,0.17083065,-0.13298333,0.14721891,-0.4010362,-1.0580463,1.1758652,0.095289916,0.32295457,1.0789382,0.3996087,-2.2500844,-0.02927383,0.6598604,-0.6285707,1.7689725,0.48999923
Gp1bb,-0.08037767,0.093318455,-0.94425416,-0.48348233,0.29107794,-0.92348844,-0.519941,-0.3018595,-0.5082307,1.3919739,-0.404405,-0.4663338,0.2831267,0.6727178,-1.6201949,0.2022899,-0.20990703,-1.9110154,3.3884428,0.81462306
Cldn5,0.46036613,-0.74293643,0.5442318,0.8158719,0.31290454,-0.10410689,0.18221585,0.10881903,0.5107823,0.25025073,-0.24977805,0.2429081,0.8212467,-0.1387889,-1.9924976,0.46330044,0.03653033,-0.8585246,2.130062,0.5020032
Klhl6,-0.2519002,0.0816488,0.13702752,0.44311652,0.40275365,-0.09615826,0.019836102,-0.37086254,-0.040666543,1.0489227,0.07585031,-1.4369913,0.1834275,0.12091428,-1.1348472,-0.04330892,1.0380311,0.23279162,1.4021921,0.2703958
Chrd,-0.029038034,0.5462975,0.44171295,0.28375235,-0.20041582,-0.4950421,-0.35798308,-0.81154525,-0.20131019,0.8865549,-0.51241237,0.0012071817,-0.32648316,0.011054981,-1.0999701,-0.15160441,-0.3472742,0.7902631,2.4014118,0.5538264
Sst,-0.5360034,0.22284555,-0.21936853,0.25562736,-0.6045047,-0.6728631,0.60150284,0.46403754,-0.801797,1.6906005,0.38388488,0.4066121,0.30582505,-0.32651892,-2.7939456,0.37716675,0.0033489666,-1.4105997,3.631537,0.31850967
Gp5,0.04089415,-0.3470838,-0.46717212,0.124668896,0.13224337,-0.60479784,-0.4708565,-0.107921116,0.17916794,0.8205048,-0.6652506,-0.304987,-0.11433988,0.30991545,-1.1666719,0.66187966,-0.57791144,-1.4981824,3.5463023,0.44165343
Popdc2,-0.1436675,0.2766944,0.0876996,-0.035754174,0.06066538,-0.1052886,-0.10006173,-0.41488767,-0.19773531,1.3199999,-0.50636286,-0.12046427,0.19553715,0.13777943,-1.4609323,0.5396672,0.36232257,-1.6170838,1.1812626,-0.79993474
Upk1b,-0.42506915,0.87327206,-0.22037968,-0.06261945,-0.089573234,0.17970373,-0.09416117,-0.0042289924,-0.13310759,1.0040547,-0.1331058,0.5447981,0.20864533,0.3948669,-1.219385,1.1734716,0.5918432,-1.318078,3.0937662,-0.14001313
Gap43,-0.196744,-0.27591833,-0.4134641,0.20174892,0.026681928,0.13152099,0.18115085,0.26519775,0.20898353,-0.4651618,0.24223164,0.37519988,0.21147175,-0.15210718,-2.0600998,0.39709437,-0.058759872,-0.16601928,0.18461701,0.20519918
